1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.211
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
1	1	1	1	1	1	1	1	1	0.211	1	1	1	1	0.053
