159745.36	308084.58
82725.36	157017.01
60637.89	110291.91
41082.01	72525.33
19586.20	33462.62
82614.00	158302.00
62098.63	110474.78
42195.06	73599.00
25747.51	41793.11
2738.35	4109.49
12632.46	8487.85
32158.00	31712.00
60276.00	45299.60
93134.92	73899.85 
117753.32	93433.83
2273.24	2363.30
7358.50	8349.76
22076.18	24906.57
35735.00	43379.23
48786.83	54926.59
102432.46	197595.45
43946.13	81210.99
33326.14	56958.43
17546.38	27802.74
0	0
