3543.514978	9432.045991
16348.38389	14503.28124
13289.33618	12894.65456
11801.85247	10224.78668
10801.78999	8059.155604
17091.46906	17091.46906
5255.200129	4404.238474
17791.28231	13681.10174
4997.100341	3269.878679
7979.449624	7596.504244
13348.17197	13839.15994
2245.915971	2245.915971
12813.7974	14105.61042
14144.47935	12393.10439
6569.144819	7553.491504
5594.17144	3114.172061
11974.08891	11628.0611
11275.6927	9644.203035
16802.38576	13624.72706
13680.52711	13680.52711
6655.977801	1641.434226
8476.672728	2565.469822
14795.91361	13384.44344
14443.20465	11978.14036
15541.6664	11701.20484
9043.777871	6280.213324
14567.09856	13074.89576
13383.05941	10623.24518
9432.045991	3543.514978
22626.35787	22626.35787
15254.67626	15254.67626
14473.04258	16099.09556
8638.950201	1959.175078
16435.18993	14646.19505
17090.67837	13493.40344
10058.18515	8439.035489
11420.91946	13193.50971
10145.86716	11413.10904
4093.231494	3781.555151
18642.26664	18494.40228
9245.459573	9081.28999
10359.00109	9352.162067
18765.61924	17872.26566
7595.160479	9639.320343
14503.28124	16348.38389
15719.07399	17483.68476
4178.630889	4575.758478
11018.80677	9776.527714
9651.098267	9871.131505
22167.79864	20556.87105
8331.417625	9360.031616
9689.373264	11113.1679
9534.980551	9790.269438
9488.715741	9488.715741
15002.221	14474.45601
14393.264	13141.96355
9601.743839	11755.96174
14944.09429	13888.41942
2358.32781	1792.632551
12894.65456	13289.33618
15817.31072	15817.31072
9488.715741	9488.715741
7761.388085	7761.388085
8636.566087	8290.804606
19453.07214	16089.55224
6927.885844	6927.885844
1592.81698	1363.711903
9746.608271	10731.09977
15486.72719	14616.96452
11301.57025	10191.94055
4584.735926	5613.458609
17042.43516	16911.74179
8862.787718	9224.630915
10224.78668	11801.85247
23348.93444	23348.93444
8927.362312	8115.175517
15607.33935	15607.33935
4019.704864	3855.248929
21663.51994	20647.02084
14336.4134	14143.99965
9592.711388	10690.2608
14343.81951	14308.8567
10662.91796	9752.454033
4095.055696	3812.252057
16080.42391	15655.08011
7458.975109	8053.870561
8059.155604	10801.78999
21386.23628	21132.94162
7557.013755	7665.998833
14318.392	14282.14765
3286.172446	3368.492312
20297.7009	20507.62358
12200.00954	13845.11741
21205.82687	21205.82687
6145.120971	5546.218041
11130.05238	11130.05238
21008.57813	20876.39475
5890.91363	9721.301308
17091.46906	17091.46906
15719.07399	17483.68476
3821.193565	3610.076283
11018.80677	9776.527714
10707.24098	9173.2347
18358.37453	18651.31328
8331.417625	9360.031616
19280.59275	19183.98196
9240.475869	10827.34237
5975.971944	5704.733251
16501.95996	16279.56359
16654.6946	16654.6946
11438.72625	11287.5894
18150.83287	18176.84158
8019.961992	9535.855727
11313.49636	10142.45501
10921.06293	8378.500623
13165.14939	10496.08185
10788.49766	11653.30497
20134.88756	19056.22275
11759.15648	13393.57423
13681.10174	17791.28231
19582.82325	18458.24985
5415.750064	5623.372562
18483.47312	18483.47312
10146.02456	10709.39271
19283.41917	19132.98705
15592.59973	17402.33988
12296.68495	11790.80268
6001.454554	7401.53903
3269.878679	4997.100341
17385.92971	16166.44793
8144.987675	6611.484658
9909.214827	10289.98303
1952.022685	1759.642937
15701.54482	15669.6005
11335.89144	11335.89144
16028.7785	16864.92471
7596.504244	7979.449624
8281.258357	7737.214342
20108.39944	20108.39944
7667.360826	10942.30937
13709.37818	11370.88674
5730.82991	4258.372791
12711.09145	11341.27199
13839.15994	13348.17197
17307.59024	17307.59024
9721.301308	5890.91363
9543.758958	9433.004127
7373.653186	5960.365734
21961.71621	19720.69011
5279.591985	8472.128256
12813.7974	14105.61042
14144.47935	12393.10439
6569.144819	7553.491504
5594.17144	3114.172061
11974.08891	11628.0611
11275.6927	9644.203035
17483.68476	15719.07399
11442.75949	11442.75949
19027.46354	19027.46354
10523.75831	9574.593067
13446.45006	12237.64336
11018.80677	9776.527714
7666.444198	7673.662155
19304.86571	20768.1012
8331.417625	9360.031616
13129.43042	13129.43042
16215.46481	13625.20323
3932.250956	3932.250956
14969.47613	18267.72286
11939.47223	12270.72646
17182.99858	14832.82774
2245.915971	2245.915971
8309.08458	8309.08458
6864.663983	6864.663983
1552.663091	1552.663091
1500.260477	1500.260477
1364.237756	1364.237756
2095.565573	2095.565573
2531.214105	2531.214105
8308.364569	8308.364569
2322.114805	2322.114805
2535.419531	2535.419531
1662.932582	1662.932582
2245.915971	2245.915971
4629.100638	4629.100638
1364.934351	1364.934351
1944.815138	1944.815138
2062.327113	2062.327113
4123.862444	4123.862444
3803.065652	3803.065652
