 0.57728 	 0.80319 	 0.42316 
 0.63269 	 0.84949 	 0.84949 
 0.32690 	 0.32690 	 0.32690 
 0.39314 	 0.52241 	 0.04622 
 0.63666 	 0.67592 	 0.59837 
 0.57860 	 0.60083 	 0.60083 
 0.47164 	 0.62727 	 0.53467 
 0.32690 	 0.32690 	 0.32690 
 0.38357 	 0.44018 	 0.37156 
 0.60631 	 0.84112 	 0.84112 
 0.58614 	 0.72068 	 0.42519 
 0.66435 	 0.75769 	 0.75769 
 0.94664 	 0.94664 	 0.94664 
 0.60540 	 0.60540 	 0.60540 
 0.60631 	 0.60631 	 0.60631 
 0.56580 	 0.60745 	 0.50813 
 0.51255 	 0.65679 	 0.43639 
 0.81495 	 0.81495 	 0.81495 
 0.54199 	 0.59468 	 0.59468 
 0.78954 	 0.85000 	 0.79334 
 0.42500 	 0.58478 	 0.40624 
 0.45643 	 0.61683 	 0.43639 
 0.83436 	 0.83436 	 0.83436 
 0.46782 	 0.51274 	 0.51274 
 0.75898 	 0.83851 	 0.83851 
 0.42500 	 0.42500 	 0.42500 
 0.38323 	 0.38323 	 0.38323 
 0.83436 	 0.83436 	 0.83436 
 0.46782 	 0.46782 	 0.46782 
 0.75898 	 0.75898 	 0.75898 
 0.53988 	 0.70845 	 0.49287 
 0.54718 	 0.78809 	 0.51365 
 0.89723 	 0.89723 	 0.89723 
 0.33806 	 0.47718 	 0.31598 
 0.79915 	 0.91500 	 0.91500 
 0.43382 	 0.75832 	 0.45747 
 0.44177 	 0.46836 	 0.21667 
 0.87004 	 0.87008 	 0.87008 
 0.42967 	 0.49281 	 0.44107 
 0.65206 	 0.69823 	 0.65855 
 0.74674 	 0.82810 	 0.82810 
 0.60053 	 0.69811 	 0.62982 
 0.87004 	 0.87004 	 0.87004 
 0.48992 	 0.55910 	 0.49606 
 0.85027 	 0.97065 	 0.85597 
 0.38032 	 0.62382 	 0.36766 
 0.48464 	 0.51802 	 0.43654 
 0.88589 	 0.88589 	 0.88589 
 0.51591 	 0.53031 	 0.51796 
 0.74011 	 0.85001 	 0.50492 
 0.40171 	 0.48769 	 0.23295 
 0.51825 	 0.69106 	 0.47847 
 0.83013 	 0.83013 	 0.83013 
 0.20981 	 0.40485 	 0.40485 
 0.88852 	 0.91474 	 0.91474 
 0.40171 	 0.40171 	 0.40171 
 0.51825 	 0.51825 	 0.51825 
 0.83013 	 0.83013 	 0.83013 
 0.20981 	 0.20981 	 0.20981 
 0.88852 	 0.88852 	 0.88852 
 0.60055 	 0.60055 	 0.60055 
 0.54961 	 0.83574 	 0.52811 
 0.83013 	 0.83013 	 0.83013 
 0.20981 	 0.20981 	 0.20981 
 0.53727 	 0.61156 	 0.61156 
 0.45662 	 0.54647 	 0.38986 
 0.37344 	 0.88868 	 0.88868 
 0.78322 	 0.78322 	 0.78322 
 0.73474 	 0.73474 	 0.73474 
 0.53727 	 0.53727 	 0.53727 
 0.63788 	 0.85001 	 0.85001 
 0.52511 	 0.61888 	 0.61888 
 0.94624 	 0.94624 	 0.94624 
 0.42770 	 0.50975 	 0.47316 
 0.79810 	 0.83052 	 0.45456 
 0.55799 	 0.66286 	 0.34526 
 0.55199 	 0.92743 	 0.92743 
 0.91927 	 0.91927 	 0.91927 
 0.48669 	 0.71533 	 0.41605 
 0.90142 	 0.90142 	 0.90142 
 0.38854 	 0.64270 	 0.38723 
 0.33673 	 0.47808 	 0.47808 
 0.91058 	 0.91058 	 0.91058 
 0.43573 	 0.54008 	 0.43868 
 0.82729 	 0.84922 	 0.80843 
 0.47373 	 0.71587 	 0.55209 
 0.47503 	 0.48878 	 0.35481 
 0.91058 	 0.91058 	 0.91058 
 0.69538 	 0.72896 	 0.69411 
 0.78444 	 0.84991 	 0.75201 
 0.52238 	 0.61506 	 0.11855 
 0.54388 	 0.55467 	 0.55467 
 0.79401 	 0.79401 	 0.79401 
 0.51289 	 0.51289 	 0.51289 
 0.55585 	 0.71901 	 0.44999 
 0.79761 	 0.79761 	 0.79761 
 0.29199 	 0.29199 	 0.29199 
 0.79401 	 0.79401 	 0.79401 
 0.51289 	 0.51289 	 0.51289 
 0.64232 	 0.78640 	 0.78640 
 0.77983 	 0.80767 	 0.71229 
 0.77337 	 0.81940 	 0.81940 
 0.79401 	 0.97877 	 0.97877 
 0.50580 	 0.53816 	 0.51935 
 0.66599 	 0.70393 	 0.45750 
 0.74708 	 0.84451 	 0.71802 
 0.70824 	 0.84614 	 0.84614 
 0.84169 	 0.96537 	 0.83527 
 0.54454 	 0.57523 	 0.57523 
 0.77004 	 0.91474 	 0.91474 
 0.46929 	 0.49054 	 0.49054 
 0.40863 	 0.40863 	 0.40863 
 0.84169 	 0.84169 	 0.84169 
 0.54454 	 0.54454 	 0.54454 
 0.77620 	 0.77905 	 0.77546 
 0.81073 	 0.85263 	 0.76286 
 0.79015 	 0.84520 	 0.76909 
 0.84169 	 0.84169 	 0.84169 
 0.46844 	 0.46844 	 0.46844 
 0.78867 	 0.82572 	 0.72330 
 0.64516 	 0.68347 	 0.46759 
 0.67469 	 0.70466 	 0.58772 
 0.92866 	 0.92866 	 0.92866 
 0.73294 	 0.73294 	 0.73294 
 0.76001 	 0.91500 	 0.91500 
 0.67165 	 0.72289 	 0.31104 
 0.61975 	 0.82189 	 0.74172 
 0.47054 	 0.47054 	 0.47054 
 0.45230 	 0.54167 	 0.09177 
 0.76348 	 0.91500 	 0.91500 
 0.52167 	 0.85000 	 0.62670 
 0.52815 	 0.61403 	 0.61403 
 0.47054 	 0.47054 	 0.47054 
 0.45230 	 0.45230 	 0.45230 
 0.77302 	 0.79741 	 0.66795 
 0.60602 	 0.76127 	 0.76127 
 0.58278 	 0.64175 	 0.45171 
 0.47054 	 0.47054 	 0.47054 
 0.72792 	 0.72792 	 0.72792 
 0.62878 	 0.85000 	 0.85000 
 0.60602 	 0.60602 	 0.60602 
 0.58278 	 0.58278 	 0.58278 
 0.47054 	 0.47054 	 0.47054 
