667	781	995	1210	1323
663	784	1014	1243	1364
658	788	1032	1277	1406
653	791	1051	1311	1448
648	794	1069	1345	1491
642	796	1088	1379	1534
636	799	1106	1414	1577
629	801	1125	1450	1621
622	802	1144	1485	1666
440	440	440	440	440
450	450	450	450	450
462	462	462	462	462
490	490	490	490	490
508	508	508	508	508
514	514	514	514	514
506	506	506	506	506
526	526	526	526	526
570	570	570	570	570
594	594	594	594	594
641	641	641	641	641
674	674	674	674	674
723	723	723	723	723
761	761	761	761	761
823	823	823	823	823
869	869	869	869	869
900	900	900	900	900
914	914	914	914	914
905	905	905	905	905
896	896	896	896	896
919	919	919	919	919
967	967	967	967	967
995	995	995	995	995
996	996	996	996	996
1047	1047	1047	1047	1047
1055	1055	1055	1055	1055
1073	1073	1073	1073	1073
1099	1099	1099	1099	1099
1134	1134	1134	1134	1134
1126	1139	1162	1186	1198
1128	1149	1188	1228	1249
1133	1161	1213	1266	1294
1141	1175	1238	1302	1336
1151	1190	1263	1336	1375
1163	1206	1288	1369	1412
1176	1223	1312	1402	1449
1190	1241	1337	1433	1484
1204	1259	1362	1465	1519
1220	1277	1387	1496	1553
1235	1296	1411	1526	1587
1252	1315	1436	1556	1620
1268	1335	1461	1586	1653
1285	1354	1485	1616	1686
1302	1374	1510	1646	1718
1320	1394	1535	1675	1750
1337	1414	1559	1705	1781
1355	1434	1584	1734	1813
1373	1455	1609	1763	1844
1392	1475	1634	1792	1875
1410	1496	1658	1820	1906
1429	1517	1683	1849	1937
1447	1537	1708	1878	1968
1466	1558	1732	1906	1998
1485	1579	1757	1935	2029
1504	1600	1782	1963	2059
328	328	328	328	328
330	330	330	330	330
329	329	329	329	329
324	324	324	324	324
323	323	323	323	323
330	330	330	330	330
326	326	326	326	326
316	316	316	316	316
305	305	305	305	305
315	315	315	315	315
337	337	337	337	337
368	368	368	368	368
394	394	394	394	394
414	414	414	414	414
423	423	423	423	423
424	424	424	424	424
437	437	437	437	437
436	436	436	436	436
435	435	435	435	435
426	426	426	426	426
420	420	420	420	420
437	437	437	437	437
451	451	451	451	451
452	452	452	452	452
464	464	464	464	464
471	471	471	471	471
463	463	463	463	463
468	468	468	468	468
468	468	468	468	468
449	455	467	478	485
436	448	471	494	506
430	446	476	506	522
426	445	481	517	536
423	445	486	527	548
421	445	490	536	560
419	446	495	545	571
418	447	500	553	581
418	448	505	561	591
418	449	509	569	601
418	451	514	577	611
418	453	519	585	620
418	455	524	593	629
419	457	528	600	638
419	459	533	608	647
420	461	538	615	656
421	463	543	622	664
422	466	547	629	672
424	468	552	636	681
425	471	557	643	689
426	473	562	650	697
428	476	566	657	705
429	478	571	664	713
431	481	576	671	721
433	484	581	678	729
434	487	585	684	737
1607	1607	1607	1607	1607
1648	1648	1648	1648	1648
1673	1673	1673	1673	1673
1740	1740	1740	1740	1740
1812	1812	1812	1812	1812
1812	1812	1812	1812	1812
1842	1842	1842	1842	1842
1861	1861	1861	1861	1861
1910	1910	1910	1910	1910
2028	2028	2028	2028	2028
2167	2167	2167	2167	2167
2326	2326	2326	2326	2326
2532	2532	2532	2532	2532
2826	2826	2826	2826	2826
3059	3059	3059	3059	3059
3167	3167	3167	3167	3167
3258	3258	3258	3258	3258
3312	3312	3312	3312	3312
3367	3367	3367	3367	3367
3455	3455	3455	3455	3455
3602	3602	3602	3602	3602
3758	3758	3758	3758	3758
3869	3869	3869	3869	3869
3960	3960	3960	3960	3960
4099	4099	4099	4099	4099
4210	4210	4210	4210	4210
4247	4247	4247	4247	4247
4329	4329	4329	4329	4329
4388	4388	4388	4388	4388
4338	4367	4422	4478	4507
4289	4359	4493	4626	4696
4274	4379	4577	4775	4880
4280	4414	4667	4920	5054
4301	4459	4760	5060	5219
4330	4511	4853	5194	5375
4367	4568	4946	5325	5525
4409	4627	5040	5452	5671
4455	4690	5134	5578	5813
4504	4754	5227	5701	5951
4555	4820	5321	5822	6087
4609	4888	5415	5942	6221
4665	4957	5509	6061	6353
4722	5027	5603	6178	6483
4781	5098	5696	6295	6612
4841	5169	5790	6411	6739
4902	5242	5884	6526	6866
4964	5315	5978	6640	6991
5028	5389	6071	6754	7115
5092	5463	6165	6867	7239
5157	5538	6259	6980	7361
5222	5613	6353	7092	7483
5288	5689	6446	7204	7604
5355	5766	6540	7315	7725
5423	5842	6634	7426	7845
5491	5919	6728	7536	7965
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
2	2	2	2	2
5	5	5	5	5
5	5	5	5	5
5	5	5	5	5
9	9	9	9	9
12	12	12	12	12
12	12	12	12	12
12	12	12	12	12
12	12	12	12	12
12	12	12	12	12
13	13	13	13	13
14	14	14	14	14
14	14	14	14	14
14	14	14	14	14
16	16	16	16	16
17	17	17	17	17
20	20	20	20	20
20	20	20	20	20
20	20	20	20	20
20	20	20	20	20
20	20	20	20	20
20	20	20	20	20
18	19	20	22	23
17	19	21	24	25
17	19	22	25	27
17	19	23	27	29
16	19	23	28	30
16	19	24	29	32
17	19	25	30	33
17	20	25	31	34
17	20	26	32	35
17	20	27	33	37
17	21	27	34	38
17	21	28	35	39
18	21	29	36	40
18	22	30	37	41
18	22	30	38	42
18	23	31	39	44
19	23	32	40	45
19	24	32	41	46
19	24	33	42	47
20	25	34	43	48
20	25	34	44	49
20	25	35	45	50
21	26	36	46	51
21	26	37	47	52
21	27	37	48	53
22	27	38	49	54
29	29	29	29	29
33	33	33	33	33
38	38	38	38	38
45	45	45	45	45
57	57	57	57	57
63	63	63	63	63
65	65	65	65	65
72	72	72	72	72
77	77	77	77	77
87	87	87	87	87
99	99	99	99	99
113	113	113	113	113
126	126	126	126	126
158	158	158	158	158
193	193	193	193	193
219	219	219	219	219
228	228	228	228	228
239	239	239	239	239
243	243	243	243	243
257	257	257	257	257
283	283	283	283	283
314	314	314	314	314
340	340	340	340	340
350	350	350	350	350
376	376	376	376	376
382	382	382	382	382
402	402	402	402	402
415	415	415	415	415
437	437	437	437	437
438	444	456	468	474
441	453	476	500	512
439	459	496	534	554
434	462	516	570	598
426	464	536	608	646
416	464	556	647	696
403	463	576	688	748
389	460	596	731	802
372	456	616	775	859
353	451	635	820	917
333	445	655	866	978
311	437	675	913	1040
287	428	695	962	1103
261	418	715	1012	1169
234	408	735	1062	1236
206	396	755	1114	1304
176	383	775	1166	1374
144	369	795	1220	1445
111	355	814	1274	1518
77	339	834	1330	1592
41	323	854	1386	1667
4	305	874	1443	1744
-34	287	894	1501	1822
-73	269	914	1559	1901
-114	249	934	1619	1981
-155	228	954	1679	2063
98	98	98	98	98
99	99	99	99	99
99	99	99	99	99
100	100	100	100	100
104	104	104	104	104
106	106	106	106	106
110	110	110	110	110
105	105	105	105	105
113	113	113	113	113
139	139	139	139	139
163	163	163	163	163
185	185	185	185	185
225	225	225	225	225
258	258	258	258	258
292	292	292	292	292
313	313	313	313	313
335	335	335	335	335
333	333	333	333	333
335	335	335	335	335
333	333	333	333	333
333	333	333	333	333
348	348	348	348	348
363	363	363	363	363
369	369	369	369	369
381	381	381	381	381
384	384	384	384	384
382	382	382	382	382
381	381	381	381	381
380	380	380	380	380
362	368	379	390	396
343	355	378	402	414
322	342	378	414	433
301	328	377	427	454
280	314	377	440	474
259	300	377	454	494
239	287	377	467	514
219	273	376	479	534
200	261	376	491	553
181	249	376	503	571
163	237	376	515	588
146	226	376	526	606
129	215	376	537	622
113	204	376	547	638
98	194	376	557	653
83	184	376	567	668
69	175	376	576	683
55	166	375	585	696
41	157	375	594	710
28	148	375	603	723
15	140	375	611	736
3	132	375	619	748
-9	124	375	627	760
-21	116	375	635	772
-32	109	375	642	783
-43	102	375	649	794
1214	1214	1214	1214	1214
1236	1236	1236	1236	1236
1240	1240	1240	1240	1240
1266	1266	1266	1266	1266
1288	1288	1288	1288	1288
1248	1248	1248	1248	1248
1257	1257	1257	1257	1257
1253	1253	1253	1253	1253
1262	1262	1262	1262	1262
1336	1336	1336	1336	1336
1409	1409	1409	1409	1409
1483	1483	1483	1483	1483
1583	1583	1583	1583	1583
1707	1707	1707	1707	1707
1801	1801	1801	1801	1801
1827	1827	1827	1827	1827
1859	1859	1859	1859	1859
1890	1890	1890	1890	1890
1938	1938	1938	1938	1938
2012	2012	2012	2012	2012
2106	2106	2106	2106	2106
2190	2190	2190	2190	2190
2239	2239	2239	2239	2239
2257	2257	2257	2257	2257
2345	2345	2345	2345	2345
2410	2410	2410	2410	2410
2437	2437	2437	2437	2437
2488	2488	2488	2488	2488
2519	2519	2519	2519	2519
2491	2512	2551	2589	2610
2480	2520	2596	2673	2713
2488	2541	2642	2743	2797
2504	2567	2688	2809	2873
2524	2596	2734	2871	2944
2546	2627	2780	2932	3013
2571	2659	2825	2992	3079
2598	2692	2871	3050	3145
2626	2726	2917	3108	3208
2654	2761	2963	3164	3271
2684	2796	3009	3221	3333
2715	2832	3054	3277	3394
2746	2868	3100	3332	3455
2777	2905	3146	3387	3514
2810	2942	3192	3442	3574
2842	2979	3238	3496	3633
2876	3017	3283	3550	3691
2909	3054	3329	3604	3749
2943	3092	3375	3657	3807
2977	3131	3421	3711	3864
3012	3169	3466	3764	3921
3046	3208	3512	3817	3978
3081	3246	3558	3870	4035
3116	3285	3604	3922	4091
3152	3324	3650	3975	4147
3188	3363	3695	4027	4203
3879	3879	3879	3879	3879
3964	3964	3964	3964	3964
4022	4022	4022	4022	4022
4091	4091	4091	4091	4091
4162	4162	4162	4162	4162
4211	4211	4211	4211	4211
4263	4263	4263	4263	4263
4322	4322	4322	4322	4322
4374	4374	4374	4374	4374
4444	4444	4444	4444	4444
4537	4537	4537	4537	4537
4781	4781	4781	4781	4781
4962	4962	4962	4962	4962
5160	5160	5160	5160	5160
5341	5341	5341	5341	5341
5431	5431	5431	5431	5431
5514	5514	5514	5514	5514
5696	5696	5696	5696	5696
5890	5890	5890	5890	5890
6002	6002	6002	6002	6002
6053	6053	6053	6053	6053
6141	6141	6141	6141	6141
6233	6233	6233	6233	6233
6340	6340	6340	6340	6340
6397	6397	6397	6397	6397
6429	6429	6429	6429	6429
6418	6418	6418	6418	6418
6455	6455	6455	6455	6455
6537	6537	6537	6537	6537
6531	6563	6623	6683	6715
6537	6598	6712	6827	6888
6548	6636	6803	6970	7059
6566	6680	6895	7111	7225
6590	6728	6988	7248	7385
6621	6780	7081	7381	7540
6657	6836	7174	7512	7691
6697	6895	7267	7640	7838
6742	6956	7361	7766	7980
6789	7019	7455	7890	8120
6839	7085	7548	8012	8257
6892	7151	7642	8133	8392
6946	7219	7736	8252	8525
7003	7289	7829	8370	8656
7061	7359	7923	8487	8785
7120	7430	8017	8603	8913
7181	7502	8110	8718	9040
7242	7575	8204	8833	9166
7305	7649	8298	8947	9291
7369	7723	8392	9060	9414
7433	7797	8485	9173	9537
7499	7873	8579	9285	9659
7565	7948	8673	9397	9781
7631	8024	8766	9508	9901
7699	8101	8860	9619	10021
7767	8178	8954	9730	10141
9	9	9	9	9
10	10	10	10	10
10	10	10	10	10
11	11	11	11	11
11	11	11	11	11
11	11	11	11	11
11	11	11	11	11
11	11	11	11	11
12	12	12	12	12
13	13	13	13	13
14	14	14	14	14
14	14	14	14	14
14	14	14	14	14
14	14	14	14	14
15	15	15	15	15
17	17	17	17	17
22	22	22	22	22
23	23	23	23	23
24	24	24	24	24
24	24	24	24	24
28	28	28	28	28
31	31	31	31	31
37	37	37	37	37
42	42	42	42	42
43	43	43	43	43
48	48	48	48	48
58	58	58	58	58
65	65	65	65	65
72	72	72	72	72
75	76	79	81	83
79	81	86	90	93
82	86	93	99	103
86	91	100	109	114
89	95	107	118	124
91	99	113	128	136
94	103	120	138	147
96	107	127	148	159
98	110	134	158	171
99	114	141	168	183
101	117	148	179	195
102	120	155	190	208
103	123	162	200	221
104	126	169	211	234
104	129	176	222	247
105	132	183	234	260
105	134	189	245	274
105	137	196	256	288
105	139	203	268	302
104	141	210	279	316
104	143	217	291	330
103	145	224	303	345
102	147	231	315	360
101	149	238	327	374
100	150	245	339	389
99	152	252	352	404
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
6	6	6	6	6
4	4	4	4	4
4	4	4	4	4
3	3	3	3	3
3	3	3	3	3
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
0	0	1	2	2
-1	0	1	2	3
-1	-1	1	3	3
-2	-1	1	3	4
-2	-1	1	3	4
-3	-1	1	3	5
-3	-1	1	3	5
-3	-2	1	4	5
-3	-2	1	4	5
-4	-2	1	4	6
-4	-2	1	4	6
-4	-2	1	4	6
-4	-2	1	4	6
-4	-3	1	5	6
-5	-3	1	5	7
-5	-3	1	5	7
-5	-3	1	5	7
-5	-3	1	5	7
-5	-3	1	5	7
-5	-3	1	5	7
-6	-3	1	5	8
-6	-3	1	5	8
-6	-3	1	5	8
-6	-4	1	6	8
-6	-4	1	6	8
-6	-4	1	6	8
13	13	13	13	13
13	13	13	13	13
14	14	14	14	14
15	15	15	15	15
15	15	15	15	15
15	15	15	15	15
15	15	15	15	15
15	15	15	15	15
15	15	15	15	15
15	15	15	15	15
15	15	15	15	15
16	16	16	16	16
17	17	17	17	17
18	18	18	18	18
18	18	18	18	18
17	17	17	17	17
14	14	14	14	14
14	14	14	14	14
13	13	13	13	13
11	11	11	11	11
9	9	9	9	9
9	9	9	9	9
9	9	9	9	9
7	7	7	7	7
7	7	7	7	7
7	7	7	7	7
7	7	7	7	7
9	9	9	9	9
9	9	9	9	9
7	8	9	10	11
6	7	9	11	12
5	7	9	11	13
5	6	9	12	13
4	6	9	12	14
4	6	9	12	14
3	5	9	13	15
3	5	9	13	15
3	5	9	13	15
2	5	9	13	16
2	4	9	14	16
2	4	9	14	16
1	4	9	14	17
1	4	9	14	17
1	4	9	14	17
1	4	9	14	17
0	3	9	15	18
0	3	9	15	18
0	3	9	15	18
0	3	9	15	18
-1	3	9	15	19
-1	3	9	15	19
-1	2	9	16	19
-1	2	9	16	19
-1	2	9	16	19
-2	2	9	16	20
62	62	62	62	62
68	68	68	68	68
73	73	73	73	73
76	76	76	76	76
81	81	81	81	81
94	94	94	94	94
95	95	95	95	95
104	104	104	104	104
117	117	117	117	117
131	131	131	131	131
135	135	135	135	135
138	138	138	138	138
138	138	138	138	138
138	138	138	138	138
136	136	136	136	136
136	136	136	136	136
135	135	135	135	135
135	135	135	135	135
133	133	133	133	133
131	131	131	131	131
129	129	129	129	129
127	127	127	127	127
125	125	125	125	125
120	120	120	120	120
115	115	115	115	115
105	105	105	105	105
99	99	99	99	99
98	98	98	98	98
94	94	94	94	94
82	85	90	95	98
72	77	86	96	101
60	68	83	97	105
48	59	79	99	109
35	49	75	101	115
22	39	71	104	121
7	28	67	107	127
-8	17	64	110	135
-23	5	60	114	143
-40	-6	56	118	151
-56	-19	52	123	161
-74	-31	48	128	170
-91	-44	45	133	180
-110	-58	41	139	191
-128	-71	37	145	202
-148	-85	33	151	214
-167	-99	29	158	226
-188	-114	26	165	239
-208	-129	22	172	252
-229	-144	18	179	265
-250	-159	14	187	279
-272	-174	10	195	293
-294	-190	7	203	307
-317	-206	3	212	322
-340	-223	-1	220	338
-363	-239	-5	229	353
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
1	1	1	1	1
3	3	3	3	3
9	9	9	9	9
23	23	23	23	23
47	47	47	47	47
76	76	76	76	76
126	126	126	126	126
164	164	164	164	164
189	189	189	189	189
200	200	200	200	200
202	202	202	202	202
218	218	218	218	218
251	251	251	251	251
279	279	279	279	279
309	309	309	309	309
336	336	336	336	336
388	388	388	388	388
429	429	429	429	429
462	462	462	462	462
519	519	519	519	519
544	544	544	544	544
575	575	575	575	575
582	590	606	622	630
582	601	637	673	692
576	608	668	728	760
565	611	699	787	833
549	611	730	849	911
528	608	761	914	994
503	603	792	981	1081
474	595	823	1051	1172
441	584	854	1124	1267
405	571	885	1199	1365
366	556	916	1276	1466
323	539	947	1355	1571
278	520	978	1436	1678
230	499	1009	1519	1788
178	477	1040	1603	1902
125	452	1071	1690	2017
68	426	1102	1778	2136
9	398	1133	1868	2257
-52	369	1164	1959	2380
-116	338	1195	2052	2506
-182	306	1226	2146	2634
-250	272	1257	2242	2764
-321	236	1288	2340	2897
-394	199	1319	2439	3032
-469	161	1350	2539	3169
-546	121	1381	2641	3308
554	554	554	554	554
576	576	576	576	576
575	575	575	575	575
590	590	590	590	590
598	598	598	598	598
601	601	601	601	601
609	609	609	609	609
606	606	606	606	606
605	605	605	605	605
597	597	597	597	597
594	594	594	594	594
604	604	604	604	604
612	612	612	612	612
618	618	618	618	618
621	621	621	621	621
629	629	629	629	629
629	629	629	629	629
619	619	619	619	619
612	612	612	612	612
611	611	611	611	611
609	609	609	609	609
607	607	607	607	607
605	605	605	605	605
594	594	594	594	594
589	589	589	589	589
593	593	593	593	593
594	594	594	594	594
589	589	589	589	589
584	584	584	584	584
568	573	582	591	596
558	566	582	597	605
551	562	582	602	613
546	558	582	606	618
543	556	582	608	622
540	555	583	611	625
538	554	583	612	628
537	553	583	614	630
536	553	584	615	631
536	552	584	616	632
535	552	584	616	633
535	552	584	617	634
535	552	585	617	634
534	552	585	618	635
534	552	585	618	635
534	552	585	618	636
534	552	585	618	636
534	552	585	618	636
534	552	585	619	636
534	552	585	619	636
534	552	585	619	636
534	552	585	619	637
534	552	585	619	637
534	552	585	619	637
534	552	586	619	637
534	552	586	619	637
158	158	158	158	158
168	168	168	168	168
174	174	174	174	174
179	179	179	179	179
188	188	188	188	188
195	195	195	195	195
203	203	203	203	203
206	206	206	206	206
211	211	211	211	211
209	209	209	209	209
207	207	207	207	207
220	220	220	220	220
237	237	237	237	237
259	259	259	259	259
265	265	265	265	265
270	270	270	270	270
282	282	282	282	282
295	295	295	295	295
313	313	313	313	313
320	320	320	320	320
339	339	339	339	339
348	348	348	348	348
353	353	353	353	353
355	355	355	355	355
356	356	356	356	356
358	358	358	358	358
364	364	364	364	364
379	379	379	379	379
394	394	394	394	394
394	398	405	413	417
395	402	415	428	435
397	407	424	441	451
400	412	433	454	466
404	417	442	466	479
408	422	450	478	493
412	428	459	489	506
417	434	468	501	518
422	441	476	512	530
427	447	485	522	542
433	454	493	533	554
438	460	502	544	566
444	467	511	554	577
450	474	519	565	589
456	481	528	575	600
462	488	537	585	611
468	495	545	595	622
474	502	554	606	633
481	509	562	616	644
487	516	571	626	655
493	523	580	636	666
500	530	588	646	677
506	538	597	656	687
513	545	605	666	698
520	552	614	676	709
526	560	623	686	719
45	45	45	45	45
48	48	48	48	48
53	53	53	53	53
55	55	55	55	55
54	54	54	54	54
59	59	59	59	59
58	58	58	58	58
58	58	58	58	58
59	59	59	59	59
62	62	62	62	62
64	64	64	64	64
69	69	69	69	69
78	78	78	78	78
85	85	85	85	85
96	96	96	96	96
106	106	106	106	106
116	116	116	116	116
118	118	118	118	118
123	123	123	123	123
131	131	131	131	131
140	140	140	140	140
159	159	159	159	159
181	181	181	181	181
187	187	187	187	187
196	196	196	196	196
199	199	199	199	199
202	202	202	202	202
213	213	213	213	213
233	233	233	233	233
242	246	253	260	264
249	258	273	288	297
253	267	293	319	333
255	275	313	351	371
255	282	333	384	411
252	287	353	419	454
248	291	373	455	498
242	294	393	492	544
235	296	413	530	591
226	297	433	569	640
215	298	453	608	691
204	297	473	649	742
191	295	493	691	795
176	293	513	733	850
161	290	533	776	905
144	286	553	820	962
127	281	573	865	1019
108	276	593	910	1078
88	270	613	956	1138
67	263	633	1003	1199
45	255	653	1051	1261
22	247	673	1099	1324
-2	239	693	1147	1388
-27	229	713	1197	1453
-53	219	733	1247	1519
-79	209	753	1297	1585
23	23	23	23	23
23	23	23	23	23
23	23	23	23	23
23	23	23	23	23
23	23	23	23	23
22	22	22	22	22
22	22	22	22	22
20	20	20	20	20
23	23	23	23	23
25	25	25	25	25
27	27	27	27	27
27	27	27	27	27
25	25	25	25	25
25	25	25	25	25
21	21	21	21	21
21	21	21	21	21
20	20	20	20	20
20	20	20	20	20
20	20	20	20	20
20	20	20	20	20
23	23	23	23	23
24	24	24	24	24
24	24	24	24	24
22	22	22	22	22
21	21	21	21	21
21	21	21	21	21
21	21	21	21	21
21	21	21	21	21
21	21	21	21	21
19	20	22	23	24
19	20	22	24	25
19	21	23	25	26
20	21	23	25	27
19	21	23	25	27
19	20	23	25	27
19	20	23	25	26
18	20	22	25	26
18	20	22	25	26
18	20	22	25	26
18	20	22	25	26
18	20	22	25	26
19	20	22	25	26
19	20	23	25	27
19	20	23	25	27
19	20	23	25	26
19	20	23	25	26
19	20	22	25	26
18	20	22	25	26
18	20	22	25	26
18	20	22	25	26
18	20	22	25	26
19	20	22	25	26
19	20	22	25	26
19	20	22	25	26
19	20	22	25	26
83	83	83	83	83
86	86	86	86	86
88	88	88	88	88
88	88	88	88	88
91	91	91	91	91
96	96	96	96	96
103	103	103	103	103
101	101	101	101	101
104	104	104	104	104
102	102	102	102	102
103	103	103	103	103
107	107	107	107	107
111	111	111	111	111
131	131	131	131	131
138	138	138	138	138
141	141	141	141	141
141	141	141	141	141
143	143	143	143	143
156	156	156	156	156
164	164	164	164	164
199	199	199	199	199
243	243	243	243	243
266	266	266	266	266
271	271	271	271	271
289	289	289	289	289
312	312	312	312	312
336	336	336	336	336
361	361	361	361	361
402	402	402	402	402
423	430	443	456	463
439	455	484	513	529
450	476	525	574	600
457	495	566	637	675
459	510	607	704	755
458	524	648	772	838
453	535	689	843	925
445	544	730	916	1015
434	551	771	991	1108
421	556	812	1068	1203
404	560	853	1146	1302
385	561	894	1227	1403
364	562	935	1308	1506
340	560	976	1392	1612
314	558	1017	1476	1720
286	553	1058	1563	1830
256	548	1099	1650	1942
224	541	1140	1739	2056
189	533	1181	1829	2173
153	523	1222	1921	2291
115	512	1263	2014	2411
75	500	1304	2108	2533
33	487	1345	2203	2657
-11	473	1386	2299	2783
-56	457	1427	2397	2910
-103	441	1468	2495	3039
438	438	438	438	438
467	467	467	467	467
494	494	494	494	494
482	482	482	482	482
487	487	487	487	487
507	507	507	507	507
528	528	528	528	528
538	538	538	538	538
564	564	564	564	564
609	609	609	609	609
657	657	657	657	657
710	710	710	710	710
767	767	767	767	767
822	822	822	822	822
956	956	956	956	956
1163	1163	1163	1163	1163
1364	1364	1364	1364	1364
1509	1509	1509	1509	1509
1568	1568	1568	1568	1568
1637	1637	1637	1637	1637
1630	1630	1630	1630	1630
1652	1652	1652	1652	1652
1693	1693	1693	1693	1693
1726	1726	1726	1726	1726
1777	1777	1777	1777	1777
1839	1839	1839	1839	1839
1913	1913	1913	1913	1913
1946	1946	1946	1946	1946
1996	1996	1996	1996	1996
1979	2002	2047	2091	2114
1961	2008	2098	2187	2235
1940	2012	2149	2286	2359
1920	2017	2201	2385	2482
1902	2023	2253	2483	2604
1887	2032	2305	2579	2724
1875	2042	2358	2673	2840
1866	2055	2410	2765	2953
1861	2069	2462	2856	3064
1858	2086	2515	2944	3171
1858	2104	2567	3031	3276
1861	2124	2620	3116	3379
1866	2145	2673	3200	3479
1873	2168	2725	3283	3578
1882	2192	2778	3364	3674
1892	2217	2830	3444	3769
1904	2243	2883	3523	3862
1918	2270	2936	3601	3954
1933	2298	2988	3679	4044
1949	2327	3041	3755	4133
1966	2357	3094	3831	4221
1985	2387	3146	3906	4308
2004	2418	3199	3981	4394
2024	2449	3252	4055	4480
2045	2481	3304	4128	4564
2067	2513	3357	4201	4648
798	798	798	798	798
829	829	829	829	829
885	885	885	885	885
907	907	907	907	907
940	940	940	940	940
998	998	998	998	998
1079	1079	1079	1079	1079
1111	1111	1111	1111	1111
1126	1126	1126	1126	1126
1203	1203	1203	1203	1203
1296	1296	1296	1296	1296
1395	1395	1395	1395	1395
1475	1475	1475	1475	1475
1549	1549	1549	1549	1549
1617	1617	1617	1617	1617
1788	1788	1788	1788	1788
1970	1970	1970	1970	1970
2167	2167	2167	2167	2167
2339	2339	2339	2339	2339
2429	2429	2429	2429	2429
2451	2451	2451	2451	2451
2446	2446	2446	2446	2446
2505	2505	2505	2505	2505
2569	2569	2569	2569	2569
2700	2700	2700	2700	2700
2830	2830	2830	2830	2830
2924	2924	2924	2924	2924
3032	3032	3032	3032	3032
3132	3132	3132	3132	3132
3150	3175	3222	3268	3293
3149	3203	3304	3406	3460
3149	3231	3384	3538	3619
3163	3267	3464	3660	3764
3191	3313	3544	3775	3897
3229	3366	3625	3884	4021
3274	3424	3707	3990	4139
3324	3485	3789	4093	4254
3375	3547	3871	4195	4366
3428	3610	3952	4295	4477
3483	3673	4034	4395	4586
3538	3738	4116	4494	4694
3595	3803	4197	4592	4800
3652	3869	4279	4689	4906
3711	3936	4361	4786	5011
3770	4003	4443	4882	5115
3830	4070	4524	4978	5219
3891	4138	4606	5074	5321
3952	4207	4688	5169	5423
4014	4275	4769	5263	5525
4076	4344	4851	5358	5626
4139	4414	4933	5452	5726
4202	4483	5014	5546	5827
4266	4553	5096	5639	5926
4330	4624	5178	5732	6026
4394	4694	5260	5825	6125
837	837	837	837	837
898	898	898	898	898
952	952	952	952	952
992	992	992	992	992
999	999	999	999	999
1021	1021	1021	1021	1021
1101	1101	1101	1101	1101
