0.0238	224.6591	243.1264	22.7904	0.0013	5.8674
0.0000	0.0000	35.3292	171.5528	273.1063	0.0004
0.0010	0.0076	0.0000	10.7270	0.0064	0.0084
0.0038	0.0000	139.2196	585.0605	1125.4211	0.1884
0.0033	0.0000	1787.5422	1049.2946	0.0000	326.0172
0.0000	0.0000	0.0000	0.0337	0.0000	0.0027
0.0166	99.4542	6003.7327	1656.6110	0.0000	4064.1475
0.0000	0.0000	5710.9705	180.1759	0.0000	11.8156
0.0000	0.1836	265.2343	275.1914	0.0000	1068.1831
1.7693	0.0000	4505.5365	2223.7582	0.0000	1792.4831
0.0083	0.0087	0.0054	72.5563	0.0022	5.4181
0.0000	0.0000	0.0000	0.2847	0.0000	0.0000
0.0000	0.0000	403.4238	10.9670	0.0000	0.7835
0.0000	0.0000	0.0000	0.0279	0.0000	0.0000
0.0773	0.0000	0.0003	9465.5963	0.0018	35.6292
10.2813	0.0000	3186.0232	621.3253	1111.7157	11.6228
0.0000	0.0000	19988.1524	2332.3254	0.0000	10662.1164
0.0000	0.0000	0.0001	2038.6130	0.0000	0.0000
1520.7572	0.0000	0.0000	93.1407	0.0000	0.0000
0.0000	0.0000	0.0000	50.0135	0.0000	0.0000
611.1918	2002.9209	1665.5604	1280.2759	235.5584	7.6726
10226.1829	5802.5564	2250.5951	3055.0903	0.0000	132.5155
0.0000	0.0000	0.0000	0.0609	0.0000	0.0000
3.0221	3294.3475	15.6757	47.6297	0.0000	0.8001
0.0151	167.9306	135.7954	2272.1334	0.0000	0.0074
1.9067	924.1102	0.2304	243.0604	0.0000	30.1227
493.9484	4.0419	180.4783	1064.5671	0.0000	0.0000
0.0000	0.0270	0.0000	26.1719	0.0000	0.1153
0.0340	3974.9837	2.2430	260.8078	0.0000	467.3334
0.0000	0.0000	29.4041	0.0453	0.0000	0.0000
0.0000	0.0000	181.6467	3.0623	0.0000	0.0000
0.0000	0.0000	0.0000	6.3358	0.0000	5.2246
1833.2242	1726.7031	1168.0382	1413.2315	4260.2761	5.8810
