422.147	447.453	450.578	457.953	508.923	546.121	556.542	599.465	640.930	671.183	712.251	761.821	790.782	806.752	927.082	999.954	1112.988	1184.548	1219.829	1137.354	1142.111	1213.168	1274.742	1299.734	1180.900	1225.705	1227.272	1316.071	1363.138	1305.410	1299.279	1301.637	1308.389	1317.949	1329.503	1342.569	1356.832	1372.073	1388.133	1404.891	1422.254	1440.148	1458.513	1477.299	1496.464	1515.974	1535.798	1555.911	1576.290	1596.916	1617.770	1638.838	1660.106	1681.561	1703.193
422.147	447.453	450.578	457.953	508.923	546.121	556.542	599.465	640.930	671.183	712.251	761.821	790.782	806.752	927.082	999.954	1112.988	1184.548	1219.829	1137.354	1142.111	1213.168	1274.742	1299.734	1180.900	1225.705	1227.272	1316.071	1363.138	1335.898	1342.396	1354.444	1369.365	1386.122	1404.183	1423.233	1443.066	1463.537	1484.544	1506.008	1527.868	1550.074	1572.589	1595.378	1618.416	1641.679	1665.148	1688.806	1712.637	1736.630	1760.772	1785.054	1809.466	1834.002	1858.652
422.147	447.453	450.578	457.953	508.923	546.121	556.542	599.465	640.930	671.183	712.251	761.821	790.782	806.752	927.082	999.954	1112.988	1184.548	1219.829	1137.354	1142.111	1213.168	1274.742	1299.734	1180.900	1225.705	1227.272	1316.071	1363.138	1393.492	1423.845	1454.198	1484.551	1514.904	1545.257	1575.611	1605.964	1636.317	1666.670	1697.023	1727.377	1757.730	1788.083	1818.436	1848.789	1879.142	1909.496	1939.849	1970.202	2000.555	2030.908	2061.261	2091.615	2121.968	2152.321
422.147	447.453	450.578	457.953	508.923	546.121	556.542	599.465	640.930	671.183	712.251	761.821	790.782	806.752	927.082	999.954	1112.988	1184.548	1219.829	1137.354	1142.111	1213.168	1274.742	1299.734	1180.900	1225.705	1227.272	1316.071	1363.138	1451.085	1505.294	1553.952	1599.738	1643.687	1686.332	1727.988	1768.862	1809.097	1848.796	1888.039	1926.885	1965.385	2003.577	2041.494	2079.162	2116.605	2153.843	2190.892	2227.767	2264.481	2301.045	2337.469	2373.763	2409.934	2445.990
422.147	447.453	450.578	457.953	508.923	546.121	556.542	599.465	640.930	671.183	712.251	761.821	790.782	806.752	927.082	999.954	1112.988	1184.548	1219.829	1137.354	1142.111	1213.168	1274.742	1299.734	1180.900	1225.705	1227.272	1316.071	1363.138	1481.573	1548.411	1606.759	1660.714	1711.860	1761.012	1808.652	1855.095	1900.561	1945.208	1989.156	2032.499	2075.311	2117.653	2159.573	2201.114	2242.311	2283.193	2323.786	2364.113	2404.194	2444.046	2483.684	2523.123	2562.374	2601.449
166.217	172.883	169.981	160.136	172.384	170.655	165.455	167.158	171.630	179.748	177.209	189.473	196.244	185.286	228.292	218.276	225.165	258.866	256.159	245.513	245.690	257.907	268.887	270.177	250.913	266.585	265.421	264.303	285.389	260.532	260.494	260.907	261.637	262.604	263.759	265.066	266.499	268.041	269.676	271.393	273.182	275.036	276.948	278.913	280.926	282.983	285.081	287.216	289.386	291.589	293.823	296.084	298.373	300.687	303.025
166.217	172.883	169.981	160.136	172.384	170.655	165.455	167.158	171.630	179.748	177.209	189.473	196.244	185.286	228.292	218.276	225.165	258.866	256.159	245.513	245.690	257.907	268.887	270.177	250.913	266.585	265.421	264.303	285.389	268.279	269.503	271.023	272.749	274.631	276.635	278.738	280.925	283.182	285.500	287.872	290.291	292.752	295.251	297.785	300.351	302.945	305.565	308.211	310.879	313.568	316.278	319.006	321.752	324.514	327.292
166.217	172.883	169.981	160.136	172.384	170.655	165.455	167.158	171.630	179.748	177.209	189.473	196.244	185.286	228.292	218.276	225.165	258.866	256.159	245.513	245.690	257.907	268.887	270.177	250.913	266.585	265.421	264.303	285.389	282.914	286.523	290.132	293.740	297.349	300.958	304.567	308.175	311.784	315.393	319.001	322.610	326.219	329.827	333.436	337.045	340.653	344.262	347.871	351.480	355.088	358.697	362.306	365.914	369.523	373.132
166.217	172.883	169.981	160.136	172.384	170.655	165.455	167.158	171.630	179.748	177.209	189.473	196.244	185.286	228.292	218.276	225.165	258.866	256.159	245.513	245.690	257.907	268.887	270.177	250.913	266.585	265.421	264.303	285.389	297.549	303.543	309.241	314.732	320.068	325.281	330.395	335.426	340.386	345.285	350.131	354.929	359.685	364.403	369.087	373.739	378.362	382.959	387.531	392.080	396.608	401.116	405.605	410.077	414.532	418.972
166.217	172.883	169.981	160.136	172.384	170.655	165.455	167.158	171.630	179.748	177.209	189.473	196.244	185.286	228.292	218.276	225.165	258.866	256.159	245.513	245.690	257.907	268.887	270.177	250.913	266.585	265.421	264.303	285.389	305.297	312.552	319.356	325.844	332.094	338.157	344.067	349.851	355.527	361.109	366.610	372.038	377.401	382.707	387.959	393.164	398.324	403.444	408.526	413.573	418.587	423.571	428.527	433.455	438.359	443.238
