422.14658	166.2171	1567.30711	543.70737	73.82387	41.0779
447.45299	172.88287	1641.96784	571.42611	83.1836	42.5026
450.57768	169.98094	1707.60621	569.16207	84.70481	40.23022
457.95277	160.136	1706.29642	580.35206	92.62455	42.93911
508.92265	172.38438	1745.35924	585.76818	102.64088	44.72511
546.12144	170.65476	1774.21111	600.87563	106.654	42.26804
556.54239	165.45508	1728.36292	600.48759	112.93959	44.23855
599.46529	167.15796	1818.90425	626.67844	125.19201	47.24831
640.93009	171.62993	1964.188	668.38981	131.76843	50.78564
671.18329	179.74821	1995.37349	725.39366	141.95687	51.83362
712.25081	177.20889	1998.09086	752.18367	159.56764	51.93856
761.82086	189.47292	2017.74365	798.6213	171.43881	55.41292
790.78153	196.24423	2023.70649	837.32289	172.8263	54.6932
806.75208	185.28645	1898.04757	866.62288	182.61193	54.35398
927.08208	228.29174	1916.72133	904.59327	221.55089	55.44114
999.95429	218.2755	1955.39278	936.92087	246.55256	59.85779
1112.98798	225.16514	1960.98348	945.28566	239.683	60.81408
1184.54778	258.8663	1899.84276	997.5888	241.11766	64.07431
1219.82852	256.15893	1850.7444	977.06373	245.53197	72.09561
1137.35381	245.51332	1919.49653	1042.22376	249.57851	80.1425
1142.11118	245.6895	1969.29624	1098.11962	268.11952	89.02616
1213.16753	257.90693	2031.31937	1108.08149	293.04837	91.60186
1274.74197	268.88716	2054.18616	1117.25209	317.58864	100.64629
1299.73401	270.17713	1991.73289	1085.52833	356.29355	106.41486
1180.89966	250.9134	1840.9533	967.01866	360.22327	105.69121
1225.70455	266.5848	1813.7996	1010.5442	380.19084	113.43085
1227.2719	265.42116	1937.77822	1049.55937	398.52184	121.19918
1316.07145	264.30274	1988.1572	1064.8137	408.19387	126.99346
1363.13845	285.38943	1958.11387	1060.0709	411.72068	134.49962
1336.7103	284.30735	1989.12887	1078.59048	430.66146	137.46462
1309.29627	282.06201	2016.36601	1097.4014	485.36045	146.37858
